GAME_DATE,Team_ID,Game_ID,GAME_DATE,MATCHUP,HomeTeam,VisitTeam,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2011-12-31,1610612759,0021100055,2011-12-31,SAS vs. UTA,SAS,UTA,W,3,1,0.75,240,36,74,0.486,10,16,0.625,22,31,0.71,5,41,46,26,4,5,19,21,104
2011-12-31,1610612747,0021100050,2011-12-31,LAL vs. DEN,LAL,DEN,W,3,2,0.6,240,39,86,0.453,2,24,0.083,12,15,0.8,14,36,50,24,6,4,19,20,92
2011-12-31,1610612758,0021100054,2011-12-31,SAC vs. NYK,SAC,NYK,L,1,3,0.25,240,30,86,0.349,6,22,0.273,26,41,0.634,22,29,51,15,7,2,12,22,92
2011-12-31,1610612755,0021100056,2011-12-31,PHI @ GSW,GSW,PHI,W,2,2,0.5,240,39,79,0.494,11,20,0.55,18,31,0.581,10,38,48,29,12,6,12,17,107
2011-12-31,1610612744,0021100056,2011-12-31,GSW vs. PHI,GSW,PHI,L,2,2,0.5,240,34,89,0.382,4,17,0.235,7,12,0.583,16,32,48,20,7,2,14,22,79
2011-12-31,1610612752,0021100054,2011-12-31,NYK @ SAC,SAC,NYK,W,2,2,0.5,240,40,89,0.449,10,28,0.357,24,27,0.889,17,26,43,26,7,6,12,35,114
2011-12-31,1610612762,0021100055,2011-12-31,UTA @ SAS,SAS,UTA,L,1,3,0.25,240,33,89,0.371,2,16,0.125,21,25,0.84,14,30,44,11,13,9,7,25,89
2011-12-31,1610612745,0021100052,2011-12-31,HOU vs. ATL,HOU,ATL,W,2,2,0.5,240,38,82,0.463,9,19,0.474,10,13,0.769,11,34,45,26,7,6,12,18,95
2011-12-31,1610612756,0021100053,2011-12-31,PHX @ OKC,OKC,PHX,L,1,3,0.25,240,35,88,0.398,8,26,0.308,19,23,0.826,13,24,37,19,9,7,12,16,97
2011-12-31,1610612743,0021100050,2011-12-31,DEN @ LAL,LAL,DEN,L,2,2,0.5,240,34,80,0.425,7,26,0.269,14,22,0.636,8,28,36,22,11,5,14,17,89
2011-12-31,1610612765,0021100051,2011-12-31,DET vs. IND,DET,IND,W,1,3,0.25,240,39,82,0.476,8,15,0.533,10,13,0.769,10,39,49,25,4,2,18,23,96
2011-12-31,1610612737,0021100052,2011-12-31,ATL @ HOU,HOU,ATL,L,3,1,0.75,240,35,80,0.438,4,16,0.25,10,16,0.625,6,34,40,16,4,6,12,14,84
2011-12-31,1610612760,0021100053,2011-12-31,OKC vs. PHX,OKC,PHX,W,5,0,1.0,240,41,77,0.532,9,22,0.409,16,18,0.889,8,37,45,25,9,6,21,27,107
2011-12-31,1610612754,0021100051,2011-12-31,IND @ DET,DET,IND,L,3,1,0.75,240,30,76,0.395,5,15,0.333,23,28,0.821,6,30,36,17,14,5,11,19,88
2012-01-01,1610612753,0021100058,2012-01-01,ORL vs. TOR,ORL,TOR,W,4,1,0.8,240,37,75,0.493,12,27,0.444,16,24,0.667,8,25,33,20,4,6,12,22,102
2012-01-01,1610612758,0021100064,2012-01-01,SAC vs. NOH,SAC,NOH,W,2,3,0.4,240,35,85,0.412,8,23,0.348,18,21,0.857,12,29,41,16,12,6,10,15,96
2012-01-01,1610612761,0021100058,2012-01-01,TOR @ ORL,ORL,TOR,L,1,3,0.25,240,32,70,0.457,5,13,0.385,27,29,0.931,5,28,33,23,4,2,11,27,96
2012-01-01,1610612743,0021100063,2012-01-01,DEN vs. LAL,DEN,LAL,W,3,2,0.6,240,33,71,0.465,2,18,0.111,31,37,0.838,5,39,44,21,9,2,15,18,99
2012-01-01,1610612740,0021100064,2012-01-01,NOH @ SAC,SAC,NOH,L,2,2,0.5,240,36,89,0.404,0,15,0.0,8,16,0.5,22,38,60,24,4,2,19,18,80
2012-01-01,1610612738,0021100057,2012-01-01,BOS @ WAS,WAS,BOS,W,2,3,0.4,240,37,74,0.5,5,12,0.417,15,23,0.652,8,33,41,26,7,5,16,20,94
2012-01-01,1610612748,0021100059,2012-01-01,MIA vs. CHA,MIA,CHA,W,5,0,1.0,240,48,80,0.6,7,11,0.636,26,31,0.839,5,42,47,33,10,3,15,18,129
2012-01-01,1610612766,0021100059,2012-01-01,CHA @ MIA,MIA,CHA,L,1,3,0.25,240,35,92,0.38,6,18,0.333,14,21,0.667,11,29,40,20,9,3,16,20,90
2012-01-01,1610612751,0021100060,2012-01-01,NJN @ CLE,CLE,NJN,L,1,4,0.2,240,27,71,0.38,7,22,0.318,21,28,0.75,8,24,32,16,11,6,21,16,82
2012-01-01,1610612739,0021100060,2012-01-01,CLE vs. NJN,CLE,NJN,W,2,2,0.5,240,38,78,0.487,16,26,0.615,6,11,0.545,10,26,36,24,11,10,20,26,98
2012-01-01,1610612764,0021100057,2012-01-01,WAS vs. BOS,WAS,BOS,L,0,4,0.0,240,32,78,0.41,2,16,0.125,20,23,0.87,10,29,39,15,9,8,14,21,86
2012-01-01,1610612746,0021100065,2012-01-01,LAC vs. POR,LAC,POR,W,2,2,0.5,240,36,75,0.48,6,24,0.25,15,24,0.625,8,30,38,25,11,2,21,18,93
2012-01-01,1610612742,0021100061,2012-01-01,DAL @ MIN,MIN,DAL,L,1,4,0.2,240,29,77,0.377,7,24,0.292,17,21,0.81,6,29,35,17,11,9,17,22,82
2012-01-01,1610612747,0021100063,2012-01-01,LAL @ DEN,DEN,LAL,L,3,3,0.5,240,35,88,0.398,4,23,0.174,16,24,0.667,12,32,44,19,8,4,15,28,90
2012-01-01,1610612757,0021100065,2012-01-01,POR @ LAC,LAC,POR,L,3,1,0.75,240,33,78,0.423,4,15,0.267,18,22,0.818,13,33,46,20,9,2,21,24,88
2012-01-01,1610612763,0021100062,2012-01-01,MEM @ CHI,CHI,MEM,L,1,3,0.25,240,26,84,0.31,1,9,0.111,11,14,0.786,14,26,40,13,10,4,16,18,64
2012-01-01,1610612741,0021100062,2012-01-01,CHI vs. MEM,CHI,MEM,W,4,1,0.8,240,39,84,0.464,5,13,0.385,21,29,0.724,17,38,55,24,10,12,14,15,104
2012-01-01,1610612750,0021100061,2012-01-01,MIN vs. DAL,MIN,DAL,W,1,3,0.25,240,36,85,0.424,10,22,0.455,17,24,0.708,17,37,54,15,7,3,16,17,99
2012-01-02,1610612753,0021100071,2012-01-02,ORL @ DET,DET,ORL,L,4,2,0.667,240,28,63,0.444,8,22,0.364,14,21,0.667,7,21,28,20,12,3,17,24,78
2012-01-02,1610612749,0021100074,2012-01-02,MIL @ DEN,DEN,MIL,L,2,2,0.5,240,37,88,0.42,5,19,0.263,7,11,0.636,9,29,38,19,8,8,14,20,86
2012-01-02,1610612756,0021100066,2012-01-02,PHX vs. GSW,PHX,GSW,W,2,3,0.4,240,39,87,0.448,8,23,0.348,16,21,0.762,16,33,49,23,6,2,11,18,102
2012-01-02,1610612740,0021100075,2012-01-02,NOH @ UTA,UTA,NOH,L,2,3,0.4,240,37,74,0.5,3,10,0.3,13,16,0.813,7,30,37,22,5,4,15,24,90
2012-01-02,1610612751,0021100068,2012-01-02,NJN vs. IND,NJN,IND,L,1,5,0.167,240,33,89,0.371,7,28,0.25,21,26,0.808,20,20,40,15,9,10,10,16,94
2012-01-02,1610612765,0021100071,2012-01-02,DET vs. ORL,DET,ORL,W,2,3,0.4,240,31,62,0.5,2,8,0.25,25,33,0.758,11,28,39,19,8,3,17,19,89
2012-01-02,1610612752,0021100069,2012-01-02,NYK vs. TOR,NYK,TOR,L,2,3,0.4,240,28,78,0.359,10,35,0.286,19,25,0.76,6,33,39,14,8,3,11,24,85
2012-01-02,1610612759,0021100072,2012-01-02,SAS @ MIN,MIN,SAS,L,3,2,0.6,240,36,82,0.439,7,20,0.35,17,21,0.81,9,21,30,26,9,3,9,15,96
2012-01-02,1610612760,0021100073,2012-01-02,OKC @ DAL,DAL,OKC,L,5,1,0.833,240,31,77,0.403,5,19,0.263,20,26,0.769,12,29,41,12,6,5,13,17,87
